magnitude,date,felt,cdi,mmi,alert,status,tsunami,sig,net,sources,types,nst,dmin,rms,gap,magType,depth,latitude,longitude,distanceKM,continent,country,subnational,timezone,year,month,day
6.1,2023-10-05 01:59:58,2,1,4,green,reviewed,0,573,us,",us,usauto,at,pt,",",dyfi,ground-failure,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",218,3.262,0.89,37.0,mww,10.0,29.959,139.948,0,Unknown,Ocean/Offshore,Unknown,540,2023,10,5
5.3,2023-10-04 23:18:09,0,0,3,green,reviewed,0,432,us,",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",274,3.301,0.62,20.0,mww,10.0,29.8673,140.048,0,Unknown,Ocean/Offshore,Unknown,540,2023,10,4
5.5,2023-10-04 05:57:17,0,0,3,green,reviewed,0,465,us,",usauto,pt,us,",",internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",129,2.997,0.76,24.0,mww,8.0,30.786,142.041,0,Unknown,Ocean/Offshore,Unknown,540,2023,10,4
5.6,2023-10-04 04:55:47,0,0,3,green,reviewed,0,482,us,",usauto,pt,us,",",internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",122,2.701,0.54,49.0,mww,10.0,31.0695,141.884,0,Unknown,Ocean/Offshore,Unknown,540,2023,10,4
5.6,2023-10-04 02:19:06,0,0,4,green,reviewed,0,482,us,",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",124,3.151,0.69,20.0,mww,10.0,29.9958,140.146,0,Unknown,Ocean/Offshore,Unknown,540,2023,10,4
5.5,2023-10-04 00:13:45,0,0,4,green,reviewed,0,465,us,",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",264,3.149,0.86,30.0,mww,10.0,30.0215,140.109,0,Unknown,Ocean/Offshore,Unknown,540,2023,10,4
5.8,2023-10-03 15:22:35,0,0,4,green,reviewed,0,518,us,",usauto,at,us,",",internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",155,3.239,0.72,17.0,mww,6.0,29.9105,140.053,0,Unknown,Ocean/Offshore,Unknown,540,2023,10,3
6.0,2023-10-03 11:38:04,1,1,4,green,reviewed,0,554,us,",us,usauto,at,pt,",",dyfi,earthquake-name,ground-failure,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",257,3.192,0.36,27.0,mww,10.0,29.905,139.967,0,Unknown,Ocean/Offshore,Unknown,540,2023,10,3
5.8,2023-09-28 17:40:06,0,0,4,green,reviewed,0,518,us,",usauto,pt,at,us,",",internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",197,4.374,0.7,45.0,mww,30.0,44.2539,148.635,117,Unknown,Ocean/Offshore,Unknown,600,2023,9,28
5.7,2023-09-21 21:22:12,0,0,3,green,reviewed,0,500,us,",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",99,2.728,0.69,53.0,mww,12.765,30.9578,141.833,0,Unknown,Ocean/Offshore,Unknown,540,2023,9,21
5.8,2023-09-19 06:22:36,0,0,3,green,reviewed,0,518,us,",usauto,pt,at,us,",",internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",107,2.806,0.65,98.0,mww,8.0,31.0125,141.989,0,Unknown,Ocean/Offshore,Unknown,540,2023,9,19
5.5,2023-09-18 19:33:03,15,4,4,green,reviewed,0,471,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",121,2.31,0.73,61.0,mww,51.0,38.5129,141.641,20,Unknown,Japan,Miyagi-ken,540,2023,9,18
6.3,2023-09-18 13:21:23,42,4,4,green,reviewed,0,629,us,",us,usauto,at,pt,",",dyfi,ground-failure,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",165,2.324,0.84,21.0,mww,176.0,26.4336,125.303,191,Unknown,Ocean/Offshore,Unknown,480,2023,9,18
5.2,2023-09-08 09:28:48,6,3,4,green,reviewed,0,418,us,",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",256,2.036,0.5,113.0,mwr,40.452,38.9566,142.101,37,Unknown,Japan,Iwate,540,2023,9,8
4.9,2023-08-24 04:00:29,1,2,2,green,reviewed,0,370,us,",us,",",dyfi,losspager,origin,phase-data,shakemap,",206,6.253,0.66,31.0,mww,10.0,21.7833,145.906,0,Unknown,Ocean/Offshore,Unknown,600,2023,8,24
5.9,2023-08-11 00:14:33,5,3,4,green,reviewed,0,537,us,",us,usauto,pt,at,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",140,0.926,0.57,71.0,mww,34.0,41.1222,142.845,0,Unknown,Ocean/Offshore,Unknown,600,2023,8,11
5.5,2023-08-06 18:12:41,0,0,4,green,reviewed,0,465,us,",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",164,1.106,0.74,60.0,mww,12.851,30.7637,131.39,38,Unknown,Ocean/Offshore,Unknown,540,2023,8,6
5.4,2023-07-09 13:38:36,0,0,3,green,reviewed,0,449,us,",pt,us,",",internal-origin,losspager,origin,phase-data,shakemap,",85,12.457,1.03,40.0,mww,10.0,24.0074,143.203,0,Unknown,Ocean/Offshore,Unknown,600,2023,7,9
5.6,2023-07-08 19:47:11,8,5,6,green,reviewed,0,486,us,",us,usauto,pt,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",240,0.996,0.79,23.0,mww,4.0,21.895,121.583,85,Unknown,Taiwan (Province of China),Unknown,480,2023,7,8
5.8,2023-06-27 23:38:21,1,1,2,green,reviewed,0,518,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",281,2.575,0.8,37.0,mww,442.0,42.0873,134.055,0,Unknown,Ocean/Offshore,Unknown,540,2023,6,27
5.6,2023-06-23 17:39:13,1,2,3,green,reviewed,0,483,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",153,1.175,0.78,52.0,mww,314.0,45.8086,143.124,94,Unknown,Ocean/Offshore,Unknown,600,2023,6,23
5.7,2024-09-06 10:12:58,3,4,4,green,reviewed,0,501,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",88,1.087,1.27,36.0,mww,123.0,-28.6825,-69.3728,122,South America,Argentina,San Juan Province,-180,2024,9,6
5.7,2024-09-05 10:38:26,5,3,3,green,reviewed,0,501,us,",us,usauto,pt,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",74,2.015,1.17,37.0,mww,222.966,-19.1251,-67.3038,61,South America,Bolivia (Plurinational State of),Departamento de Oruro,-240,2024,9,5
5.5,2024-08-21 06:55:16,2,4,3,green,reviewed,0,466,us,",us,usauto,pt,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",47,2.152,1.24,42.0,mww,267.235,-22.2935,-65.9607,43,South America,Argentina,Jujuy Province,-180,2024,8,21
7.4,2024-07-19 01:50:48,211,7,7,yellow,reviewed,1,994,us,",at,pt,us,usauto,",",dyfi,finite-fault,general-text,ground-failure,impact-link,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",119,0.336,1.06,19.0,mww,127.291,-23.1243,-67.8715,41,South America,Chile,Region de Antofagasta,-240,2024,7,19
5.8,2024-02-14 01:31:41,26,5,6,green,reviewed,0,529,us,",us,usauto,at,",",dyfi,ground-failure,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",141,0.642,0.56,72.0,mww,28.0,-28.9162,-71.5264,73,South America,Chile,Unknown,-180,2024,2,14
5.4,2024-02-11 21:14:43,2,3,5,green,reviewed,0,449,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",307,0.19,0.73,56.0,mww,33.936,-28.229,-71.3898,63,South America,Chile,Unknown,-180,2024,2,11
5.3,2024-01-24 08:05:10,1,2,4,green,reviewed,0,432,us,",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",99,0.875,1.3,38.0,mww,113.11,-22.1579,-68.682,41,South America,Chile,Region de Antofagasta,-180,2024,1,24
5.4,2024-01-22 22:30:11,0,0,4,green,reviewed,0,449,us,",us,",",losspager,moment-tensor,origin,phase-data,shakemap,",136,0.857,0.85,111.0,mww,10.0,-30.2226,-72.2289,84,South America,Ocean/Offshore,Unknown,-300,2024,1,22
5.3,2024-01-21 02:36:01,1,2,3,green,reviewed,0,432,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",108,1.46,0.99,33.0,mww,202.477,-23.3523,-66.6742,100,South America,Argentina,Jujuy Province,-180,2024,1,21
5.4,2024-01-09 16:47:25,0,0,3,green,reviewed,0,449,us,",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",221,1.379,0.69,32.0,mww,175.245,-21.9201,-67.253,128,South America,Bolivia (Plurinational State of),Departamento de Potosi,-240,2024,1,9
5.5,2024-01-03 08:04:04,0,0,4,green,reviewed,0,465,us,",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",124,1.743,1.19,29.0,mww,117.0,-28.4553,-68.9432,68,South America,Argentina,La Rioja Province,-180,2024,1,3
5.8,2023-12-24 03:23:43,13,4,5,green,reviewed,0,523,us,",us,usauto,pt,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",72,1.437,1.12,131.0,mww,16.0,-38.0756,-73.8819,53,South America,Ocean/Offshore,Unknown,-300,2023,12,24
5.6,2023-12-21 16:21:52,21,6,6,green,reviewed,0,494,us,",us,usauto,at,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",271,0.404,0.86,51.0,mww,61.708,-21.9025,-70.2778,21,South America,Chile,Unknown,-180,2023,12,21
5.5,2023-12-11 18:35:59,1,1,3,green,reviewed,0,465,us,",us,usauto,pt,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",466,2.773,0.63,51.0,mww,191.769,-24.1126,-66.8382,49,South America,Argentina,Salta Province,-180,2023,12,11
5.8,2023-12-02 07:55:41,25,5,4,green,reviewed,0,529,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",158,0.45,0.99,68.0,mww,112.0,-19.1959,-69.0592,28,South America,Chile,Region de Tarapaca,-180,2023,12,2
6.6,2023-10-31 12:33:43,71,7,7,green,reviewed,1,719,us,",at,pt,us,usauto,",",dyfi,ground-failure,impact-link,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",169,0.685,0.52,32.0,mww,34.0,-28.7457,-71.5726,80,South America,Chile,Unknown,-180,2023,10,31
5.4,2023-10-26 21:49:34,3,4,4,green,reviewed,0,450,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",147,0.492,0.66,51.0,mww,101.15,-28.6909,-70.3075,50,South America,Chile,Region de Atacama,-180,2023,10,26
6.0,2023-10-10 10:01:31,5,4,4,green,reviewed,0,556,us,",us,usauto,at,pt,",",dyfi,ground-failure,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",123,1.774,0.81,35.0,mww,253.0,-22.8844,-66.2242,61,South America,Argentina,Jujuy Province,-180,2023,10,10
5.6,2023-10-10 00:13:17,1,5,1,green,reviewed,0,483,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",256,4.179,0.77,35.0,mww,571.448,-23.6067,-63.6564,60,South America,Argentina,Salta Province,-180,2023,10,10
5.7,2023-09-15 18:07:39,0,0,4,green,reviewed,0,500,us,",usauto,pt,us,",",internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",131,1.08,0.77,50.0,mww,8.0,-27.3252,-71.5543,122,Unknown,Ocean/Offshore,Unknown,-300,2023,9,15
5.3,2023-09-12 04:58:37,16,5,4,green,reviewed,0,440,us,",us,usauto,",",dyfi,earthquake-name,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",97,0.985,0.55,37.0,mww,110.914,-20.6514,-68.5222,0,South America,Chile,Region de Tarapaca,-180,2023,9,12
5.5,2023-09-11 13:37:08,1,4,5,green,reviewed,0,466,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",106,0.755,0.81,107.0,mww,21.043,-27.1542,-71.2479,86,Unknown,Ocean/Offshore,Unknown,-300,2023,9,11
6.3,2023-09-06 23:48:04,80,6,6,green,reviewed,0,660,us,",us,usauto,pt,at,",",dyfi,ground-failure,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",340,0.412,0.74,19.0,mww,36.0,-30.2775,-71.536,38,Unknown,Chile,Unknown,-180,2023,9,6
6.2,2023-08-23 14:22:43,2,1,2,green,reviewed,0,592,us,",us,usauto,pt,",",dyfi,ground-failure,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",201,4.581,0.64,34.0,mww,554.0,-26.9212,-63.3389,17,South America,Argentina,Santiago del Estero Province,-180,2023,8,23
6.2,2023-08-05 07:20:06,1,1,2,green,reviewed,0,591,us,",us,usauto,pt,",",dyfi,ground-failure,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",248,4.325,0.56,33.0,mww,575.0,-28.2143,-63.1854,0,South America,Argentina,Santiago del Estero Province,-180,2023,8,5
6.6,2023-07-17 03:05:11,350,7,4,green,reviewed,0,901,us,",us,usauto,at,pt,",",dyfi,ground-failure,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",134,1.61,0.63,18.0,mww,186.0,-38.1911,-70.3731,19,South America,Argentina,Neuquen Province,-180,2023,7,17
5.7,2023-07-09 17:11:33,137,6,5,green,reviewed,0,577,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",126,0.257,0.76,34.0,mww,99.0,-33.2122,-70.3268,30,South America,Chile,Region Metropolitana,-240,2023,7,9
5.8,2023-07-06 00:31:56,6,3,4,green,reviewed,0,519,us,",us,usauto,pt,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",270,0.933,0.96,32.0,mww,135.0,-23.9264,-67.9077,108,South America,Chile,Region de Antofagasta,-240,2023,7,6
5.5,2024-08-26 12:57:41,20,6,4,green,reviewed,0,477,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",59,1.786,0.92,65.0,mww,47.174,-8.7179,110.181,98,Unknown,Ocean/Offshore,Unknown,420,2024,8,26
5.1,2024-07-28 04:35:12,72,4,6,green,reviewed,0,428,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",101,4.495,0.78,79.0,mww,8.078,14.7827,108.243,53,Asia,Viet Nam,Kon Tum,420,2024,7,28
5.1,2024-07-20 12:05:04,0,0,3,green,reviewed,0,400,us,",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",111,1.617,0.73,34.0,mww,10.0,0.0963,96.4898,155,Unknown,Ocean/Offshore,Unknown,360,2024,7,20
5.4,2024-07-10 15:32:42,0,0,3,green,reviewed,0,449,us,",usauto,pt,us,",",internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",142,2.19,0.72,32.0,mww,9.0,-5.3869,101.059,224,Unknown,Ocean/Offshore,Unknown,420,2024,7,10
5.1,2024-06-05 11:16:14,0,0,4,green,reviewed,0,400,us,",usauto,us,",",internal-moment-tensor,losspager,origin,phase-data,shakemap,",128,1.323,0.69,111.0,mww,65.051,0.4081,98.5654,86,Asia,Indonesia,Sumatra,420,2024,6,5
5.5,2024-06-05 02:20:27,0,0,5,green,reviewed,0,465,us,",usauto,pt,at,us,",",internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",122,2.425,0.54,35.0,mww,19.0,-3.6267,100.699,183,Asia,Indonesia,Sumatra,420,2024,6,5
5.7,2024-05-28 11:52:40,1,8,5,green,reviewed,0,501,us,",us,usauto,pt,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",112,2.471,0.69,56.0,mww,21.0,2.8312,95.6044,93,Asia,Indonesia,Nanggroe Aceh Darussalam Province,420,2024,5,28
6.1,2024-04-27 16:29:50,107,8,6,green,reviewed,0,655,us,",us,usauto,at,pt,",",dyfi,ground-failure,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",232,0.652,0.64,19.0,mww,59.701,-8.1104,107.272,91,Asia,Ocean/Offshore,Unknown,420,2024,4,27
6.4,2024-03-22 08:52:58,101,9,8,yellow,reviewed,0,738,us,",us,usauto,pt,",",dyfi,ground-failure,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",208,2.239,0.62,39.0,mww,9.471,-5.8668,112.362,110,Asia,Indonesia,Jawa Timur,420,2024,3,22
5.6,2024-03-22 04:22:45,61,7,7,green,reviewed,0,527,us,",us,usauto,",",dyfi,impact-text,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",89,2.233,1.12,27.0,mww,10.0,-5.8086,112.311,117,Asia,Indonesia,Jawa Timur,420,2024,3,22
5.2,2024-03-04 02:48:21,0,0,4,green,reviewed,0,416,us,",us,",",losspager,moment-tensor,origin,phase-data,shakemap,",79,1.65,0.81,102.0,mwb,10.0,-5.8146,102.185,224,Asia,Ocean/Offshore,Unknown,420,2024,3,4
5.6,2024-02-25 13:07:04,22,7,4,green,reviewed,0,497,us,",us,usauto,pt,",",dyfi,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",133,1.712,0.72,54.0,mww,34.0,-7.362,105.925,79,Asia,Indonesia,Banten,420,2024,2,25
5.4,2023-08-17 04:28:48,12,5,4,green,reviewed,0,454,us,",us,usauto,",",dyfi,impact-text,internal-moment-tensor,losspager,origin,phase-data,shakemap,",146,2.085,0.65,43.0,mww,54.787,-7.435,105.536,124,Unknown,Ocean/Offshore,Unknown,420,2023,8,17
5.5,2023-08-04 00:31:44,0,0,1,green,reviewed,0,465,us,",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",122,2.555,0.63,56.0,mww,575.691,-6.1198,113.147,109,Unknown,Indonesia,Jawa Timur,420,2023,8,4
5.9,2023-07-28 19:23:46,6,6,4,green,reviewed,0,539,us,",us,pt,",",dyfi,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",261,6.26,0.88,17.0,mww,88.891,10.501,93.4505,152,Unknown,Ocean/Offshore,Unknown,360,2023,7,28
5.2,2023-07-09 14:09:03,3,4,3,green,reviewed,0,417,us,",us,",",dyfi,earthquake-name,losspager,origin,phase-data,shakemap,",97,2.364,0.93,63.0,mww,37.801,5.3539,94.5693,81,Unknown,Ocean/Offshore,Unknown,360,2023,7,9
5.9,2023-06-30 12:57:42,77,7,4,green,reviewed,0,588,us,",us,usauto,at,pt,",",dyfi,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",159,1.641,0.84,41.0,mww,76.421,-8.6741,110.041,82,Unknown,Ocean/Offshore,Unknown,420,2023,6,30
4.2,2024-09-18 12:02:12,0,0,3,green,reviewed,0,271,us,",us,",",losspager,origin,phase-data,shakemap,",33,0.826,0.72,186.0,mb,9.237,51.5572,-130.594,268,North America,Canada,Unknown,-420,2024,9,18
3.9,2024-09-16 18:52:28,0,0,3,Unknown,reviewed,0,234,us,",ak,us,",",origin,phase-data,shakemap,",34,0.27,0.56,173.0,mb,79.702,52.0699,-173.813,30,North America,United States of America (the),Alaska,-540,2024,9,16
3.6,2024-09-16 18:52:27,0,0,3,Unknown,reviewed,0,199,ak,",ak,",",origin,phase-data,shakemap,",0,0.0,0.53,0.0,ml,71.1,51.937,-173.727,43,North America,United States of America (the),Alaska,-540,2024,9,16
4.6,2024-09-16 18:13:01,0,0,2,Unknown,reviewed,0,326,us,",ak,us,",",origin,phase-data,shakemap,",45,0.657,0.81,52.0,mb,251.843,52.4623,-179.019,175,Unknown,Ocean/Offshore,Unknown,-720,2024,9,16
4.5,2024-09-16 16:01:20,1,3,3,Unknown,reviewed,0,312,us,",us,ak,",",dyfi,origin,phase-data,shakemap,",105,0.209,0.74,59.0,mb,95.514,52.2566,-173.869,23,North America,United States of America (the),Alaska,-540,2024,9,16
4.7,2024-09-16 01:43:25,1,1,3,green,reviewed,1,340,us,",us,at,usauto,",",dyfi,impact-link,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",76,0.925,0.72,157.0,mwr,10.0,51.3957,-130.863,279,Unknown,Ocean/Offshore,Unknown,-540,2024,9,16
6.5,2024-09-15 22:22:48,94,5,5,green,reviewed,1,695,us,",at,us,pt,usauto,",",dyfi,ground-failure,impact-link,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",187,0.777,0.75,67.0,mww,10.0,51.6758,-130.632,272,North America,Canada,Unknown,-420,2024,9,15
4.3,2024-09-15 15:17:04,197,3,3,Unknown,reviewed,1,349,ak,",ak,at,us,",",dyfi,impact-link,origin,phase-data,shakemap,",0,0.0,0.69,0.0,ml,15.0,60.6032,-146.917,28,North America,United States of America (the),Alaska,-480,2024,9,15
5.0,2024-09-15 12:41:03,2,3,3,Unknown,reviewed,0,385,us,",us,usauto,ak,",",dyfi,internal-moment-tensor,oaf,origin,phase-data,shakemap,",252,0.393,0.97,50.0,mww,170.476,52.1396,-179.807,215,Unknown,Ocean/Offshore,Unknown,-720,2024,9,15
4.3,2024-09-14 14:33:42,0,0,1,Unknown,reviewed,0,284,ak,",us,ak,",",origin,phase-data,shakemap,",0,0.0,0.6,0.0,ml,0.9,54.9023,-157.07,199,Unknown,Ocean/Offshore,Unknown,-600,2024,9,14
3.9,2024-09-14 14:05:50,0,0,3,Unknown,reviewed,0,234,us,",ak,us,",",origin,phase-data,shakemap,",28,1.636,1.3,181.0,mb,38.471,54.4632,-159.639,111,Unknown,Ocean/Offshore,Unknown,-660,2024,9,14
3.9,2024-09-12 02:55:36,0,0,3,Unknown,reviewed,0,234,us,",av,ak,us,",",origin,phase-data,shakemap,",51,0.236,0.95,200.0,mb,44.338,51.3453,-178.638,150,North America,United States of America (the),Alaska,-540,2024,9,12
4.0,2024-09-12 02:55:34,0,0,3,Unknown,reviewed,0,246,ak,",ak,",",origin,phase-data,shakemap,",0,0.0,0.53,0.0,ml,25.7,51.2731,-178.633,153,North America,United States of America (the),Alaska,-540,2024,9,12
3.9,2024-09-11 12:53:14,1,2,3,Unknown,reviewed,1,234,ak,",ak,at,us,",",dyfi,impact-link,origin,phase-data,shakemap,",0,0.0,0.52,0.0,ml,126.3,59.8159,-153.249,44,North America,United States of America (the),Alaska,-480,2024,9,11
3.5,2024-09-11 06:36:48,27,4,3,Unknown,reviewed,0,200,ak,",ak,us,",",dyfi,moment-tensor,origin,phase-data,shakemap,",0,0.0,0.63,0.0,ml,8.0,58.9459,-136.697,63,North America,United States of America (the),Alaska,-480,2024,9,11
3.6,2024-09-11 00:06:16,0,0,1,Unknown,reviewed,0,199,ak,",ak,",",origin,phase-data,shakemap,",0,0.0,0.49,0.0,ml,25.6,53.6139,-164.358,109,Unknown,Ocean/Offshore,Unknown,-660,2024,9,11
4.0,2024-09-10 22:48:57,0,0,2,Unknown,reviewed,0,246,ak,",ak,",",origin,phase-data,shakemap,",0,0.0,0.62,0.0,ml,26.3,51.5965,-175.165,94,Unknown,Ocean/Offshore,Unknown,-720,2024,9,10
3.5,2024-09-09 16:55:40,0,0,2,Unknown,automatic,0,188,ak,",us,ak,",",origin,phase-data,shakemap,",0,0.0,0.38,0.0,ml,20.4,60.0019,-146.214,65,Unknown,Ocean/Offshore,Unknown,-600,2024,9,9
3.4,2024-09-07 23:42:54,0,0,3,Unknown,automatic,0,178,ak,",ak,",",origin,phase-data,shakemap,",0,0.0,0.61,0.0,ml,33.6,54.7699,-158.513,133,Unknown,Ocean/Offshore,Unknown,-660,2024,9,7
3.9,2024-09-07 21:14:36,0,0,3,Unknown,reviewed,0,234,ak,",us,ak,",",moment-tensor,origin,phase-data,shakemap,",0,0.0,0.99,0.0,ml,5.0,56.4818,-153.762,66,North America,United States of America (the),Alaska,-480,2024,9,7
4.3,2024-09-06 17:16:18,0,0,3,Unknown,reviewed,0,284,us,",ak,us,",",origin,phase-data,shakemap,",109,0.438,0.67,138.0,mb,67.586,51.997,-173.57,48,North America,United States of America (the),Alaska,-540,2024,9,6
3.5,2024-09-05 20:46:56,1,2,3,Unknown,automatic,0,189,ak,",ak,us,",",dyfi,origin,phase-data,shakemap,",0,0.0,0.84,0.0,ml,43.6,63.2208,-148.573,26,North America,United States of America (the),Alaska,-480,2024,9,5
3.1,2024-09-05 01:46:36,47,3,3,Unknown,reviewed,0,162,ak,",ak,us,",",dyfi,origin,phase-data,shakemap,",0,0.0,0.92,0.0,ml,12.1,61.4837,-149.943,1,North America,United States of America (the),Alaska,-480,2024,9,5
4.3,2024-09-04 21:41:47,0,0,3,Unknown,reviewed,0,284,us,",ak,us,",",origin,phase-data,shakemap,",48,0.488,0.67,179.0,mb,62.587,51.4889,-179.588,208,Unknown,Ocean/Offshore,Unknown,-720,2024,9,4
4.0,2024-09-04 03:17:13,0,0,3,green,reviewed,0,246,us,",us,",",losspager,moment-tensor,origin,phase-data,shakemap,",25,0.858,0.6,190.0,mwr,10.0,53.4211,-133.318,201,Unknown,Ocean/Offshore,Unknown,-540,2024,9,4
3.4,2024-09-02 11:34:46,0,0,4,Unknown,reviewed,0,178,ak,",ak,",",origin,phase-data,shakemap,",0,0.0,1.26,0.0,ml,38.0,68.1656,-136.376,111,North America,Canada,Northwest Territories,-360,2024,9,2
4.6,2024-09-01 13:20:21,271,6,4,green,reviewed,1,496,ak,",ak,at,us,",",dyfi,impact-link,losspager,moment-tensor,origin,phase-data,shakemap,",0,0.0,0.7,0.0,ml,48.2,59.6591,-151.499,2,North America,United States of America (the),Alaska,-480,2024,9,1
3.7,2024-08-31 07:49:06,115,3,3,Unknown,reviewed,0,246,ak,",ak,us,",",dyfi,origin,phase-data,shakemap,",0,0.0,0.64,0.0,ml,49.3,59.7974,-151.337,9,North America,United States of America (the),Alaska,-480,2024,8,31
3.7,2024-08-31 00:41:55,1,3,2,Unknown,reviewed,0,211,us,",ak,us,",",dyfi,origin,phase-data,shakemap,",49,0.482,0.75,195.0,ml,35.0,53.523,-165.902,57,Unknown,Ocean/Offshore,Unknown,-660,2024,8,31
3.5,2024-08-31 00:41:54,1,3,2,Unknown,reviewed,0,189,ak,",ak,",",dyfi,origin,phase-data,shakemap,",0,0.0,0.38,0.0,ml,37.7,53.5158,-165.891,58,Unknown,Ocean/Offshore,Unknown,-660,2024,8,31
4.4,2024-08-30 18:21:57,1,2,3,Unknown,reviewed,0,298,us,",ak,us,",",dyfi,origin,phase-data,shakemap,",170,0.362,0.7,62.0,mb,41.343,52.6166,-168.748,36,Unknown,Ocean/Offshore,Unknown,-660,2024,8,30
